Date,Open,High,Low,Close,Volume
2018-01-01,257.64330966096617,262.26767099726203,254.8120644998567,255.8973693847656,4614411
2018-01-02,258.964595980923,258.964595980923,253.01899164499008,256.605224609375,4546324
2018-01-03,258.0208459241656,263.63616127599613,257.73773288160265,260.94647216796875,7285874
2018-01-04,261.5127178371832,265.4764442979649,259.34207898399706,264.0608215332031,10346774
2018-01-05,266.1370475567443,268.0245443479269,259.62518938734746,260.85205078125,7084973
2018-01-08,261.4183419102667,263.35301486974026,258.30398329235334,260.61614990234375,4157464
2018-01-09,261.9373267758123,261.9373267758123,255.4254693248846,256.2276611328125,5197857
2018-01-10,257.45463656357333,260.9465183108883,251.6034118422205,253.6796417236328,7472579
2018-01-11,253.6795840678679,255.8973987924577,251.792087076884,252.68865966796875,6502479
2018-01-12,253.8683784320356,256.3221306008568,251.650563417891,253.7268218994141,4435500
2018-01-15,255.00082750796045,259.20049057953855,250.8483115347877,251.6977081298828,6592272
2018-01-16,252.7358695281849,252.9246307730113,245.09152872839516,245.89369201660156,8447591
2018-01-17,245.65771440379004,250.32928083512357,242.02430584710572,247.96990966796875,11037340
2018-01-18,248.866505183974,248.866505183974,237.9190161985422,239.6177520751953,11341249
2018-01-19,239.7121274489765,244.76118786212115,238.01337720900992,243.48712158203125,5898314
2018-01-22,243.48710898531507,244.2420962524992,236.97525020286815,240.750244140625,6230212
2018-01-23,241.69397847831053,255.47271130481425,241.69397847831053,250.0461578369141,17400430
2018-01-24,248.72490808345367,249.52710007647087,242.3546056462471,244.1477508544922,6409442
2018-01-25,244.71398646013327,251.83930526306392,241.97712143688707,244.3836975097656,15254979
2018-01-29,246.88463626560656,249.05524649662365,239.14588632725463,244.0533905029297,5990929
2018-01-30,243.25118605413496,243.48712318900803,238.3436965288671,239.28744506835935,5286436
2018-01-31,239.1458568650812,248.39460916428848,237.82461476545663,241.7411651611328,17514495
2018-02-01,243.2983700535646,244.90275414443596,234.75745700743136,241.8355712890625,8940788
2018-02-02,242.0243084526697,246.9317832526336,231.9261882281667,235.79556274414065,21737420
2018-02-05,228.85904882676252,235.37090878577231,226.73561435311217,232.7284240722656,8462501
2018-02-06,222.7246484016543,234.52150477886053,219.42152861603657,230.65213012695312,10473645
2018-02-07,231.21839135642944,238.76837964561895,230.36902343407957,232.16213989257812,13707458
2018-02-08,231.78462777564175,235.323684504298,226.97150486448584,231.40711975097656,10180978
2018-02-09,226.49966010812372,231.6902773189349,223.9987321212807,229.8027801513672,7024965
2018-02-12,233.1059060327073,233.71933686734585,228.387162995608,229.5668487548828,5557349
2018-02-14,232.4452848876056,232.68122203946055,228.151225843753,229.5668487548828,7121280
2018-02-15,231.69026156780023,239.94806111451408,230.27463878836355,237.35275268554688,10053559
2018-02-16,241.1277619394713,242.49620889941792,232.53964411021005,233.7193298339844,7629453
2018-02-19,234.14400350862616,236.40899409909255,228.9533868717199,233.62493896484375,6056718
2018-02-20,233.86087797776676,238.20211237804543,232.9171294906898,234.80462646484375,4778807
2018-02-21,236.4090118670456,236.69213931224783,225.31996640022808,227.1130828857422,11901519
2018-02-22,225.08401604596233,227.4433872833414,220.69559130462096,226.40525817871097,13120748
2018-02-23,227.91526526248677,233.5305660192967,226.54683280249333,232.6811981201172,6908252
