Date,Open,High,Low,Close,Volume
2018-01-01,453.71650049438824,458.6113787954304,450.7136856722235,452.6151428222656,1210405
2018-01-02,456.9169555464469,459.176118954565,451.0054640772408,453.56585693359375,1257685
2018-01-03,449.2923387346936,449.2923387346936,431.52022883577905,440.3497924804687,4430010
2018-01-04,441.10285157786063,455.59918348896247,441.10285157786063,453.8671569824219,2793085
2018-01-05,457.2935343264161,466.7067402921869,450.8737496901472,465.6524658203125,3199500
2018-01-08,465.0123937149513,472.9194813040104,465.0123937149513,466.25494384765625,2929355
2018-01-09,465.859522244127,466.09485237546136,461.2470574153382,462.7155151367187,1219120
2018-01-10,463.1203080666865,465.3888941367125,455.5991657421632,456.6911010742187,1721640
2018-01-11,456.9170379697576,461.435394327882,455.2226722897276,456.6064147949219,925725
2018-01-12,458.0465946097559,461.97188529537016,454.4036886041053,460.8046569824219,1778900
2018-01-15,460.6822649255647,463.3650342005822,456.5498827073104,457.8112487792969,784105
2018-01-16,458.6114229166938,467.6480779928875,457.8112946349738,464.76763916015625,1860665
2018-01-17,464.4476116949864,471.78993013909786,463.666328180604,469.1259765625,1908940
2018-01-18,470.66025832637706,477.0612263488868,461.27529162627616,463.4120788574219,2920990
2018-01-19,464.44761720204906,471.6016601067181,461.6236551654819,468.8435974121094,1204480
2018-01-22,459.364469155738,474.2373236745581,459.364469155738,470.01080322265625,3462075
2018-01-23,472.54292037029626,480.0640624401801,470.8485548557139,474.5008544921875,3650455
2018-01-24,474.9903877600022,492.310681319174,474.9903877600022,481.84320068359375,5631385
2018-01-25,480.8265390645253,488.9407178389976,461.84954151877054,472.1193237304687,13260150
2018-01-29,461.0493772646995,461.62356898272577,440.9145179141736,443.75732421875,5772835
2018-01-30,443.55021896301247,443.55021896301247,430.22111760024313,434.1652526855469,4290010
2018-01-31,431.6896183866784,434.1652960777078,414.8493796301773,418.95355224609375,5719535
2018-02-01,418.8876696580856,418.8876696580856,405.3514747478986,406.2645568847656,4841605
2018-02-02,404.76786312351095,416.2613797514838,397.2467206268931,399.7882690429687,4798230
2018-02-05,397.27492368652,402.6969103936409,393.2178345089257,398.4609680175781,3018190
2018-02-06,385.9414513068664,399.8729848877012,377.57309726892186,394.5451354980469,3816170
2018-02-07,400.08951681079054,404.20308347649063,394.6486845744367,397.5008850097656,1990805
2018-02-08,400.0612464963638,413.428010222972,400.0612464963638,410.50048828125,4448115
2018-02-09,404.76784703763326,415.6871714472691,401.68031670232614,413.0138244628906,2395615
2018-02-12,413.1832449546655,419.78191120976834,410.22748463564614,414.9811706542969,2413130
2018-02-14,416.0636967950812,419.0759341449609,409.58740660161703,411.03704833984375,1549165
2018-02-15,414.93410115871455,417.7580629054213,409.9074526967955,413.3903503417969,1725925
2018-02-16,415.4988670598684,421.711588166616,415.4988670598684,416.73199462890625,2294485
2018-02-19,418.5111741368118,420.5726686949158,396.3054230578182,405.1444091796875,2811550
2018-02-20,405.7092124041861,413.5221625444406,403.6759562915537,407.3377075195313,3345125
2018-02-21,410.4534221896954,414.55756601406057,403.0263892337405,407.76123046875,2490025
2018-02-22,407.9683027678103,409.0225771413728,392.82245922846465,399.7694091796875,8326545
2018-02-23,403.3370793290148,411.35712086322616,401.9533368351616,407.977783203125,3717530
2018-02-26,399.1199235905965,415.5365567081293,393.47200014355974,413.0138244628906,5923745
2018-02-27,414.21869861288303,422.00340913980386,413.8609922112637,420.95855712890625,3380760
2018-02-28,418.5204722934877,426.7852934381887,417.60741903297287,421.19384765625,4963885
2018-03-01,414.190442856748,421.6645299331794,412.9667089692982,420.111328125,2153885
2018-03-05,419.7913056585922,421.6927915603039,409.625055179677,410.5663757324219,2991720
2018-03-06,414.45400847734214,418.6617122359207,407.9400580170084,409.7474060058594,2075000
2018-03-07,409.75681572755377,414.99055558271294,403.4499854048088,404.6925354003906,2462470
2018-03-08,409.0790847452164,410.7922950941177,400.6448603975225,403.5252990722656,2383815
2018-03-09,407.4034873776683,410.9428615326936,394.4132763998572,400.9837036132813,2354070
2018-03-12,406.65048437636057,407.3470524023846,399.496442331782,404.4666137695313,2652140
2018-03-13,403.2617239235835,413.0796905129159,403.12053158433025,410.6981506347656,2596345
2018-03-14,411.35705020113176,413.42796675008105,407.93062986138307,410.688720703125,1333845
2018-03-15,410.8770252586202,417.6451227656007,409.8509892374624,410.9335021972656,1678835
2018-03-16,410.41578186844254,415.8754298612836,398.7998891040639,403.28997802734375,2971805
2018-03-19,405.70918814691134,408.5331500133632,397.6420635206425,399.0917053222656,1460745
2018-03-20,398.1691742982573,407.1964350172768,395.7217638248446,406.1139221191406,1936860
2018-03-21,408.30723150801987,410.38754198469775,401.0778674878274,403.2052612304687,1845300
2018-03-22,402.6969297094118,404.9090388017152,394.80868743681833,396.917236328125,2052010
2018-03-23,393.66029867818486,395.7123707556947,387.8617601542687,390.1397399902344,2371980
2018-03-26,390.08325044550446,397.1902382034167,385.9979224934272,396.1076965332031,2501400
2018-03-27,394.6015741440463,398.9316255619328,393.4719780274013,395.81585693359375,1622835
2018-03-28,395.91945064533337,397.91504572376306,390.0079584183441,391.6929016113281,3328235
2018-04-02,391.5893757723415,402.50870064982,391.5893757723415,401.39794921875,1229875
2018-04-03,397.42557976014785,404.7396306819992,397.42557976014785,400.0424499511719,1395115
2018-04-04,399.87293394075095,400.10826406400395,391.5799026954613,393.7355346679687,1768595
2018-04-05,398.17856476600986,402.0568005641297,394.78980527795613,397.4443359375,1875550
2018-04-06,397.6138116744016,401.6803235197235,396.30539099157994,400.0235900878906,1324225
2018-04-09,399.1199554821007,402.0192104434406,397.0490385619819,399.3552856445313,1116435
2018-04-10,399.68470124760887,401.94386476556366,392.10705377413166,397.6326293945313,2579905
2018-04-11,401.0025441725476,401.57673590467095,393.4719799627345,395.4864196777344,1530100
2018-04-12,391.212804110967,391.212804110967,386.7509254230878,387.9181823730469,3396280
2018-04-13,390.13975516507537,394.6016346559087,389.29257231108807,393.4626159667969,2206760
2018-04-16,391.815244716808,397.2372601137879,390.64801646261134,395.81585693359375,1447925
2018-04-17,396.29597413770864,398.5833763101462,393.0954898306551,396.3995056152344,1468190
2018-04-18,398.1221449570285,398.60222766537385,393.6696880868412,395.665283203125,1139040
2018-04-19,397.4256097569591,402.88525830872936,396.6725359632759,402.1886901855469,1612750
2018-04-20,401.0025653519711,404.00538028737714,396.4936317496905,399.4776306152344,1336685
2018-04-23,399.7600525159165,403.26176653351774,394.41335804120456,402.0474548339844,2725725
2018-04-24,401.3602672250218,410.4157664668283,400.4471851276167,404.7960815429687,4431075
2018-04-25,405.0408142572522,405.88799697918273,397.8020571663302,398.7433776855469,1444495
2018-04-26,400.6260580900984,404.24072579185446,388.5959818214889,390.996337890625,6777745
2018-04-27,394.97811353762904,397.65146048633494,391.9658762486744,394.9310302734375,1596720
2018-04-30,397.3878986181052,400.4189520280515,394.98751390833775,397.20904541015625,1113320
2018-05-02,398.4421765455778,400.588386332868,395.74059105969326,398.7810668945313,991145
2018-05-03,399.5340875150043,400.2683163783458,393.0295592142174,399.3269958496094,900380
2018-05-04,401.00254110333515,403.8265026604009,394.95925073141257,396.59716796875,1822665
2018-05-07,397.23728173092695,397.3784740714854,386.88275542988384,389.6125793457031,1720485
2018-05-08,393.4720564019629,394.234523878184,388.7654528564848,390.638671875,1252220
