Strategy,RiskProfile,Gamma,CAGR,Volatility,Sharpe,Sortino,MaxDrawdown,TotalReturn,AverageTurnover,TotalTransactionCosts,Observations
XGB_TurnoverAware,conservative,0.01,0.10580985786823716,0.1375805086457091,0.8225459896666613,1.4970007256050333,-0.37117293954028086,0.6175914875886985,0.09968046960566618,0.02402299317496555,241
XGB_TurnoverAware,moderate,0.01,0.058080209541568006,0.1378208385708683,0.5004097301070959,0.9411912436606932,-0.39606056031682013,0.30991066165771475,0.1122263061037549,0.02704653977100494,241
XGB_TurnoverAware,aggressive,0.005,0.07191904199623433,0.1432624570156906,0.5778888424566592,1.1986281993784942,-0.41083512083459073,0.38622315319646705,0.2979514646910371,0.07061449713177578,237
