Strategy,TopK,RiskProfile,CAGR,Volatility,Sharpe,Sortino,MaxDrawdown,TotalReturn,AverageTurnover,TotalTransactionCosts,Observations
BuyHold,20,,0.14455321483720507,0.1252283460275003,1.200204202231065,1.9305295429131633,-0.13652333138243844,0.690553223994171,0.00510204081632653,0.001,196
EqualWeight,20,,0.14455321483720507,0.1252283460275003,1.200204202231065,1.9305295429131633,-0.13652333138243844,0.690553223994171,0.00510204081632653,0.001,196
RiskOnly,5,,0.12539944849126727,0.1353389127802407,0.9595088909632887,1.422369981202712,-0.12926838265589147,0.5831645175231301,0.35408163265306125,0.0694,196
RiskOnly,10,,0.14821512464751252,0.12388042295238476,1.1989717758971792,1.890663146136476,-0.12401912333351406,0.7116848290360756,0.23471616938781628,0.04600436920001199,196
XGB_EqualWeight,5,,0.07813947159628665,0.14657262206528998,0.6909668564490323,1.1740621586092888,-0.21954512135182347,0.3398902759189908,1.1418367346938776,0.22380000000000005,196
XGB_EqualWeight,10,,0.12953261242884517,0.13161920470551963,1.051985591074307,1.722905774451759,-0.17960516160560447,0.6058961495348683,0.7612244897959183,0.1492,196
XGB_Risk,10,conservative,0.08508809819907115,0.1317136330346028,0.7455421037260267,1.2214025291655213,-0.19324876943386549,0.3737871323742239,0.9844185745741547,0.19294604061653436,196
XGB_Risk,10,moderate,0.07846905820258465,0.13609627103930172,0.6965204914871775,1.1859250910128027,-0.1947142477126741,0.34148388260337814,1.0602780162653274,0.20781449118800419,196
XGB_Risk,10,aggressive,0.07119915385897868,0.14229682496040502,0.6492865667317909,1.161353580800462,-0.19598823969953671,0.3066581161721409,1.1105785093807414,0.2176733878386254,196
