Date,GrossReturn,TransactionCost,NetReturn,Turnover,NStocks
2023-01-02,-0.02108455650335486,0.001,-0.02208455650335486,1.0,5
2023-01-09,0.004353983459566939,0.0011646803554928016,0.0031893031040741374,1.1646803554928016,5
2023-01-16,-0.016390617384707522,0.0016530841016045802,-0.018043701486312104,1.65308410160458,5
2023-01-23,0.0016487734294288218,0.0003469158152598675,0.0013018576141689544,0.3469158152598675,5
2023-01-31,0.04178920714339256,0.00044769887775332034,0.04134150826563924,0.44769887775332035,5
2023-02-07,0.014179970589017541,0.0017208383908386194,0.012459132198178922,1.7208383908386193,5
2023-02-14,-0.014197886907374528,0.0007011005306232566,-0.014898987437997785,0.7011005306232565,5
2023-02-21,-0.01752976534134459,0.0006915241316274837,-0.018221289472972073,0.6915241316274836,5
2023-02-28,0.015914197493489792,0.000938500157832237,0.014975697335657555,0.938500157832237,5
2023-03-08,-0.04185678323866431,0.0017304441482946507,-0.043587227386958964,1.7304441482946507,5
2023-03-15,0.026919508595675403,0.001999999612795469,0.024919508982879934,1.999999612795469,5
2023-03-22,-0.015428382407463625,0.0016577851925549858,-0.01708616760001861,1.6577851925549858,5
2023-03-29,0.02893121266254471,0.0011994358825876716,0.02773177677995704,1.1994358825876716,5
2023-04-10,0.02790598140080168,0.001999999761512268,0.02590598163928941,1.9999997615122678,5
2023-04-18,0.020075490458339885,0.0013957247838988303,0.018679765674441056,1.3957247838988303,5
2023-04-25,0.012737220918295423,0.0016670762707450917,0.011070144647550332,1.6670762707450917,5
2023-05-03,0.010275027829592396,0.0017043546065733167,0.00857067322301908,1.7043546065733166,5
2023-05-10,0.008266583195337865,0.0014935279850544943,0.006773055210283371,1.4935279850544942,5
2023-05-17,0.01193459279678774,0.001076567394701357,0.010858025402086384,1.076567394701357,5
2023-05-24,0.0367035891874117,0.0018385771496436333,0.03486501203776807,1.8385771496436332,5
2023-05-31,-0.0013588262812299333,0.0008236050994989393,-0.0021824313807288723,0.8236050994989392,5
2023-06-07,-6.745343057438693e-05,0.001473237621854409,-0.001540691052428796,1.473237621854409,5
2023-06-14,-0.004683668699121755,0.0013672014714437158,-0.0060508701705654705,1.3672014714437157,5
2023-06-21,0.01618440445668731,0.0014146413359940372,0.014769763120693271,1.414641335994037,5
2023-06-28,0.02481570521443002,0.0011390238971298926,0.023676681317300125,1.1390238971298925,5
2023-07-06,0.0034787081398828003,0.0010718545085504597,0.0024068536313323406,1.0718545085504596,5
2023-07-13,-0.020167594489570954,0.0005366928164612945,-0.02070428730603225,0.5366928164612945,5
