Strategy,CAGR,Volatility,Sharpe,Sortino,MaxDrawdown,TotalReturn,AverageTurnover,TotalTransactionCosts
EqualWeight_Top5,0.08505670690781297,0.1184084430982429,0.8227897459089729,1.5049101652258183,-0.18583304327008576,0.3758592399439167,1.1421319796954315,0.22500000000000003
EqualWeight_Top10,0.13192300733287143,0.10961917298680827,1.2368781074871615,1.9994060736032129,-0.16713823810331663,0.6231389179541174,0.7604060913705583,0.14980000000000002
RiskOnly_Top5,0.2200744594763102,0.11684658873653081,1.8001659464913407,3.0044648682979616,-0.1509709603446635,1.1760099474114192,0.005076142131979695,0.001
RiskOnly_Top10,0.1854002196255906,0.11079835643933449,1.6539076014059424,2.512474289202726,-0.12243971308902002,0.9440989528184147,0.005076142131979695,0.001
XGB_Conservative,0.12366390729070798,0.11487152557875828,1.1364801183598918,1.8326968122190719,-0.18979841458476598,0.5773357483855106,0.9630438360092655,0.18971963569382527
XGB_Moderate,0.1029910389842843,0.11562332038792843,0.9711982606928525,1.6582795138652926,-0.19531187683043105,0.4669063827066666,1.050604349243931,0.20696905680105437
XGB_Aggressive,0.08039313080808919,0.11799437199139917,0.780191395447981,1.3523167479718081,-0.1939104268352656,0.35288926330139225,1.110732878492372,0.21881437706299728
