Date,PortfolioValue,GrossReturn,TransactionCost,NetReturn,Turnover,NStocks,Strategy,RiskProfile
2025-09-02,1025349.8440351484,-0.009725749149708807,0.0008000000000000006,-0.010525749149708807,0.8000000000000006,20,XGB_Risk,aggressive
2025-09-09,1035449.1960216766,0.010249664526970959,0.0003999999999999997,0.00984966452697096,0.3999999999999997,20,XGB_Risk,aggressive
2025-09-16,1023724.3415971715,-0.009723447320789336,0.0015999999999999996,-0.011323447320789335,1.5999999999999996,20,XGB_Risk,aggressive
2025-09-23,998456.3345658233,-0.023082432569617395,0.0016,-0.024682432569617396,1.6,20,XGB_Risk,aggressive
2025-09-30,1039453.3341302208,0.04226038305843893,0.0012000000000000008,0.04106038305843893,1.2000000000000006,20,XGB_Risk,aggressive
2025-10-08,1050385.582741383,0.011717305830097668,0.0012000000000000001,0.010517305830097669,1.2000000000000002,20,XGB_Risk,aggressive
2025-10-15,1071278.0586060027,0.02149029191555818,0.0016000000000000003,0.01989029191555818,1.6000000000000003,20,XGB_Risk,aggressive
2025-10-23,1071034.7177827538,0.0009728499885774955,0.0012,-0.0002271500114225044,1.2,20,XGB_Risk,aggressive
2025-10-30,1035516.5192518339,-0.031562509058949306,0.0015999999999999996,-0.033162509058949304,1.5999999999999996,20,XGB_Risk,aggressive
2025-11-07,1085789.5158623452,0.04934871523134543,0.0008000000000000006,0.04854871523134543,0.8000000000000005,20,XGB_Risk,aggressive
2025-11-14,1093333.0787563578,0.008147537053736942,0.0012,0.006947537053736942,1.2,20,XGB_Risk,aggressive
2025-11-21,1102038.9761031708,0.008762712842014908,0.0007999999999999999,0.007962712842014908,0.7999999999999999,20,XGB_Risk,aggressive
2025-11-28,1102583.217076953,0.0016938491156699431,0.0012000000000000008,0.0004938491156699424,1.2000000000000006,20,XGB_Risk,aggressive
2025-12-05,1089006.8533240822,-0.01111323272710707,0.0011999999999999997,-0.01231323272710707,1.1999999999999997,20,XGB_Risk,aggressive
2025-12-12,1086438.4917953012,-0.0015584438618925223,0.0008,-0.002358443861892522,0.8,20,XGB_Risk,aggressive
2025-01-01,1014945.5126197067,0.01594551261970656,0.001,0.014945512619706558,1.0,20,XGB_TurnoverAware,conservative
2025-01-08,998532.7112266241,-0.01617111577814556,0.0,-0.01617111577814556,0.0,20,XGB_TurnoverAware,conservative
2025-01-15,995825.7047560022,-0.002310984267402283,0.0004000000000000002,-0.002710984267402283,0.40000000000000013,20,XGB_TurnoverAware,conservative
2025-01-22,982591.6937216148,-0.012889485269543255,0.0004,-0.013289485269543254,0.4,20,XGB_TurnoverAware,conservative
2025-01-29,995960.8446803933,0.013606008522362156,8.326672684688674e-20,0.013606008522362156,8.326672684688674e-17,20,XGB_TurnoverAware,conservative
2025-02-04,952641.9568500486,-0.042761780852133,0.0007327882985708334,-0.043494569150703835,0.7327882985708334,20,XGB_TurnoverAware,conservative
2025-02-11,938552.2109602988,-0.013990179866041341,0.0007999999999999998,-0.014790179866041342,0.7999999999999998,20,XGB_TurnoverAware,conservative
2025-02-18,917431.2781377182,-0.022281510668938243,0.00022222708366934025,-0.022503737752607583,0.22222708366934027,20,XGB_TurnoverAware,conservative
2025-02-25,914163.867882748,-0.0033392487640048207,0.00022222808208949459,-0.0035614768460943153,0.22222808208949457,20,XGB_TurnoverAware,conservative
2025-03-05,918181.0514703111,0.004972152103672078,0.0005777719179105058,0.004394380185761573,0.5777719179105058,20,XGB_TurnoverAware,conservative
2025-03-12,937531.1543728028,0.021474387095557823,0.0004000000000000008,0.021074387095557822,0.4000000000000008,20,XGB_TurnoverAware,conservative
2025-03-21,941403.1852528407,0.004130029112897171,8.72181792824787e-11,0.004130029025678992,8.72181792824787e-08,20,XGB_TurnoverAware,conservative
2025-03-28,889961.9024522433,-0.054643200284882565,1.6469886219401794e-16,-0.05464320028488273,1.6469886219401794e-13,20,XGB_TurnoverAware,conservative
2025-04-07,919870.6029115067,0.033690743546183066,8.402355417951377e-05,0.033606719992003556,0.08402355417951377,20,XGB_TurnoverAware,conservative
2025-04-16,950150.4084655957,0.032917462117204144,1.8478696170590207e-10,0.03291746193241718,1.8478696170590205e-07,20,XGB_TurnoverAware,conservative
2025-04-24,955694.4496724025,0.0062349090424966835,0.00040000000345320633,0.005834909039043477,0.40000000345320635,20,XGB_TurnoverAware,conservative
2025-05-02,945758.6238290105,-0.010396446109717017,1.8034498875570354e-14,-0.010396446109735051,1.8034498875570355e-11,20,XGB_TurnoverAware,conservative
2025-05-09,976148.8695075099,0.032133194361476436,4.3083086383459793e-14,0.03213319436143335,4.308308638345979e-11,20,XGB_TurnoverAware,conservative
2025-05-16,960103.1890535204,-0.016037645377367626,0.00040009373724595127,-0.01643773911461358,0.40009373724595126,20,XGB_TurnoverAware,conservative
2025-05-23,956476.1803755831,-0.0037777247360073485,3.2408289980983047e-09,-0.0037777279768363464,3.2408289980983044e-06,20,XGB_TurnoverAware,conservative
