Date,PortfolioValue,GrossReturn,TransactionCost,NetReturn,Turnover,NStocks
2022-01-03,1031208.0807313042,0.03220808073130432,0.001,0.031208080731304322,1.0,10
2022-01-10,1039046.1157216725,0.008200827744493377,0.0006,0.007600827744493378,0.6,10
2022-01-17,979959.2399143486,-0.056066461375763876,0.0007999999999999999,-0.05686646137576388,0.7999999999999999,10
2022-01-24,1034007.5599891072,0.05555364096111037,0.0004,0.055153640961110376,0.4,10
2022-02-01,1025389.7288346046,-0.007334398594332714,0.001,-0.008334398594332715,1.0,10
2022-02-08,1027960.6377159856,0.0035072504717819086,0.001,0.0025072504717819086,1.0,10
2022-02-15,1003321.1323386068,-0.022769308233557606,0.0012000000000000001,-0.023969308233557605,1.2000000000000002,10
2022-02-22,974746.6513933217,-0.027879895443527425,0.0006,-0.028479895443527425,0.6,10
2022-03-02,946785.1291082397,-0.028085938284695078,0.0006,-0.028685938284695078,0.6,10
2022-03-09,989906.2108506061,0.046544739156371806,0.0009999999999999998,0.045544739156371805,0.9999999999999999,10
2022-03-16,1000033.2941069937,0.010830346213996922,0.0006,0.010230346213996922,0.6,10
2022-03-24,1008157.385429763,0.008923820847408725,0.0007999999999999999,0.008123820847408725,0.7999999999999999,10
2022-03-31,1021088.9682003389,0.013826948408519835,0.0009999999999999998,0.012826948408519835,0.9999999999999999,10
2022-04-07,998907.392415592,-0.020723450625308115,0.0009999999999999998,-0.021723450625308116,0.9999999999999999,10
2022-04-18,997896.2196281125,-1.2278810985866251e-05,0.001,-0.0010122788109858663,1.0,10
2022-04-25,1010645.9578281891,0.013376617396975377,0.0006,0.012776617396975377,0.6,10
2022-05-02,980480.4080553659,-0.029047791443847393,0.0007999999999999999,-0.02984779144384739,0.7999999999999999,10
2022-05-10,981399.9538268221,0.0019378522649726726,0.001,0.0009378522649726726,1.0,10
2022-05-17,974018.535547178,-0.006521315087555601,0.0009999999999999998,-0.007521315087555601,0.9999999999999999,10
2022-05-24,999101.0618731031,0.026551590355346155,0.0007999999999999999,0.025751590355346157,0.7999999999999999,10
2022-05-31,983546.535595675,-0.014568521414907387,0.0009999999999999998,-0.015568521414907386,0.9999999999999999,10
2022-06-07,951868.8240874987,-0.031207638745828103,0.001,-0.032207638745828104,1.0,10
2022-06-14,947405.1458846778,-0.004289383757368093,0.0004,-0.004689383757368093,0.4,10
2022-06-21,946459.2215978717,-0.00019843693156507136,0.0008,-0.0009984369315650713,0.8,10
2022-06-28,949959.921511162,0.004698732954791174,0.001,0.003698732954791174,1.0,10
2022-07-05,976105.1705639061,0.028122475907355282,0.0006,0.027522475907355282,0.6,10
2022-07-12,992015.4384103176,0.016899747533577703,0.0006,0.016299747533577703,0.6,10
2022-07-19,999312.5612841832,0.008155856160423136,0.0007999999999999999,0.007355856160423136,0.7999999999999999,10
2022-07-26,1056408.3576650121,0.057735073242206614,0.0006,0.05713507324220661,0.6,10
2022-08-02,1051585.6038377583,-0.0037652363428035684,0.0007999999999999999,-0.004565236342803569,0.7999999999999999,10
2022-08-10,1077735.0419458637,0.02566667563027969,0.0007999999999999999,0.02486667563027969,0.7999999999999999,10
2022-08-18,1058401.679469852,-0.017338882678534007,0.0006,-0.017938882678534007,0.6,10
2022-08-25,1063272.016875321,0.005601596444847257,0.001,0.004601596444847257,1.0,10
2022-09-02,1079089.8208792906,0.015476535592889862,0.0006,0.014876535592889862,0.6,10
2022-09-09,1074021.2180928604,-0.004297109256669818,0.0004,-0.004697109256669818,0.4,10
2022-09-16,1067069.120736369,-0.005672960905591995,0.0007999999999999999,-0.006472960905591995,0.7999999999999999,10
2022-09-23,1057233.7347610423,-0.008617196697191742,0.0006,-0.009217196697191742,0.6,10
2022-09-30,1065298.876713067,0.008628532543796918,0.0009999999999999998,0.0076285325437969185,0.9999999999999999,10
2022-10-10,1071443.0522318573,0.006567560309223008,0.0007999999999999999,0.005767560309223008,0.7999999999999999,10
2022-10-17,1091999.9118352295,0.020186142987768996,0.0009999999999999998,0.019186142987768995,0.9999999999999999,10
2022-10-24,1107566.4352493542,0.015055059222452982,0.0007999999999999999,0.014255059222452982,0.7999999999999999,10
2022-11-01,1100876.8351923127,-0.005239908617793665,0.0007999999999999999,-0.006039908617793665,0.7999999999999999,10
2022-11-09,1111060.8536771676,0.010050824578460293,0.0007999999999999999,0.009250824578460293,0.7999999999999999,10
2022-11-16,1104550.368326758,-0.004859701859589838,0.0009999999999999998,-0.005859701859589838,0.9999999999999999,10
2022-11-23,1135363.1569859,0.028496227770779647,0.0006,0.027896227770779648,0.6,10
2022-11-30,1128038.9106338236,-0.0054510164056408295,0.001,-0.0064510164056408295,1.0,10
2022-12-07,1127159.727345984,-0.0003793909230893622,0.0004,-0.0007793909230893621,0.4,10
2022-12-14,1099759.2995601222,-0.023909267906846776,0.0004,-0.024309267906846777,0.4,10
2022-12-21,1103431.483312629,0.00413907951855963,0.0007999999999999999,0.0033390795185596297,0.7999999999999999,10
2022-12-28,1096486.1775494586,-0.005894279135773561,0.0004,-0.0062942791357735615,0.4,10
2023-01-04,1086740.6035563347,-0.008288004420542894,0.0006,-0.008888004420542894,0.6,10
2023-01-11,1105407.1952126278,0.01797667638,0.0007999999999999999,0.017176676380000002,0.7999999999999999,10
2023-01-18,1098247.9830334857,-0.005876538428687184,0.0006,-0.006476538428687183,0.6,10
2023-01-25,1102697.449670142,0.004651422543355155,0.0006,0.004051422543355155,0.6,10
2023-02-02,1134721.8262644564,0.029841852417355152,0.0008,0.029041852417355154,0.8,10
2023-02-09,1146776.0379219358,0.011823054371979724,0.0012000000000000001,0.010623054371979725,1.2000000000000002,10
2023-02-16,1122143.860853336,-0.020479501013323853,0.0009999999999999998,-0.021479501013323854,0.9999999999999999,10
2023-02-23,1110096.8793139372,-0.010135683685189578,0.0006,-0.010735683685189578,0.6,10
2023-03-02,1111192.406458891,0.0015868752586989388,0.0006,0.000986875258698939,0.6,10
2023-03-10,1101783.844635622,-0.007667086139700796,0.0008,-0.008467086139700796,0.8,10
2023-03-17,1087123.0415968287,-0.012306424041497954,0.001,-0.013306424041497955,1.0,10
2023-03-24,1112958.6101517002,0.0249650823010088,0.0012000000000000001,0.0237650823010088,1.2000000000000002,10
2023-04-03,1126772.387265575,0.013011761756343887,0.0006,0.012411761756343887,0.6,10
2023-04-12,1109002.8699707356,-0.01517028111059926,0.0006,-0.01577028111059926,0.6,10
2023-04-20,1131237.2854576155,0.020849015281147576,0.0007999999999999999,0.020049015281147577,0.7999999999999999,10
2023-04-27,1145081.4040675324,0.013038032451623494,0.0007999999999999999,0.012238032451623493,0.7999999999999999,10
2023-05-05,1158534.5858772697,0.012548668489374748,0.0007999999999999999,0.011748668489374748,0.7999999999999999,10
2023-05-12,1148599.3609888623,-0.007975682598965417,0.0006,-0.008575682598965417,0.6,10
2023-05-19,1181215.1528892731,0.02939614317069683,0.001,0.02839614317069683,1.0,10
2023-05-26,1184879.3546821917,0.003702061283209712,0.0006,0.0031020612832097123,0.6,10
2023-06-02,1179251.8839694546,-0.003949403971382881,0.0007999999999999999,-0.004749403971382881,0.7999999999999999,10
2023-06-09,1196735.2673327597,0.01562582610294805,0.0007999999999999999,0.014825826102948048,0.7999999999999999,10
2023-06-16,1193789.5146788051,-0.00206149063570249,0.0004,-0.00246149063570249,0.4,10
2023-06-23,1235152.838830866,0.035248758129853064,0.0006,0.03464875812985306,0.6,10
2023-07-03,1240527.3534914074,0.005151295233736919,0.0007999999999999999,0.0043512952337369185,0.7999999999999999,10
2023-07-10,1255075.7465988244,0.012727587518704064,0.0009999999999999998,0.011727587518704065,0.9999999999999999,10
2023-07-17,1246807.5388726324,-0.005587815714388711,0.0009999999999999998,-0.006587815714388711,0.9999999999999999,10
2023-07-24,1260433.13687796,0.011528389170350817,0.0006,0.010928389170350817,0.6,10
2023-07-31,1245625.0982378423,-0.010948373005169154,0.0007999999999999999,-0.011748373005169154,0.7999999999999999,10
2023-08-07,1234099.9511626698,-0.008852500685380238,0.0004,-0.009252500685380237,0.4,10
2023-08-14,1241372.9680801749,0.006493377526393118,0.0006,0.005893377526393118,0.6,10
2023-08-22,1250373.4346280955,0.008050412872965929,0.0007999999999999999,0.007250412872965928,0.7999999999999999,10
2023-08-29,1268988.9447595929,0.015687960361245423,0.0007999999999999999,0.014887960361245423,0.7999999999999999,10
2023-09-05,1293533.9732534394,0.019942192534621705,0.0006,0.019342192534621706,0.6,10
2023-09-12,1306939.1036135545,0.010763183833818468,0.0004,0.010363183833818469,0.4,10
2023-09-20,1299749.2989370094,-0.00490125453945478,0.0006,-0.00550125453945478,0.6,10
2023-09-27,1289226.546819171,-0.00729598599240977,0.0007999999999999999,-0.00809598599240977,0.7999999999999999,10
2023-10-05,1300316.102092876,0.009001711856667649,0.0004,0.00860171185666765,0.4,10
2023-10-12,1288465.1517995552,-0.008313899515853596,0.0007999999999999999,-0.009113899515853596,0.7999999999999999,10
2023-10-19,1262186.8459631596,-0.019595045841708347,0.0007999999999999999,-0.020395045841708346,0.7999999999999999,10
2023-10-27,1279016.0676069905,0.013733383799439558,0.0004,0.013333383799439559,0.4,10
2023-11-03,1296042.6139711963,0.013912222414892872,0.0006,0.013312222414892872,0.6,10
2023-11-10,1305395.5475943116,0.007616532483030847,0.0004,0.0072165324830308466,0.4,10
2023-11-20,1309601.1845859415,0.004021733825720686,0.0008,0.003221733825720686,0.8,10
2023-11-28,1362649.5508939493,0.041307268115201135,0.0007999999999999999,0.04050726811520113,0.7999999999999999,10
2023-12-05,1355105.1900404552,-0.004936537878388991,0.0006,-0.005536537878388991,0.6,10
2023-12-12,1406397.3624827026,0.038451063385504414,0.0006,0.03785106338550441,0.6,10
2023-12-19,1411424.0761507628,0.00457417739975452,0.001,0.00357417739975452,1.0,10
2023-12-27,1409822.2872386628,-0.0009348743011869942,0.0002,-0.0011348743011869943,0.2,10
2024-01-03,1419132.1633645664,0.007603581323812225,0.001,0.006603581323812225,1.0,10
2024-01-10,1418043.183604069,3.264387305867977e-05,0.0007999999999999999,-0.0007673561269413202,0.7999999999999999,10
2024-01-17,1396842.8134806582,-0.01435044041573419,0.0006,-0.014950440415734189,0.6,10
2024-01-25,1416019.6103275493,0.01432867201793897,0.0006,0.01372867201793897,0.6,10
2024-02-02,1414306.0199023916,-0.0004101459701969512,0.0007999999999999999,-0.0012101459701969511,0.7999999999999999,10
2024-02-09,1430408.2553511257,0.012385255540272144,0.001,0.011385255540272143,1.0,10
2024-02-16,1439446.4489004647,0.007118611148619447,0.0007999999999999999,0.006318611148619447,0.7999999999999999,10
2024-02-23,1452183.3793016616,0.009448492009498599,0.0006,0.0088484920094986,0.6,10
2024-03-01,1457539.9837618298,0.00488865567291108,0.0012000000000000001,0.0036886556729110796,1.2000000000000002,10
2024-03-11,1415416.181620308,-0.027700615153488095,0.0012000000000000001,-0.028900615153488095,1.2000000000000002,10
2024-03-18,1427846.1856399274,0.009181872201990737,0.0004,0.008781872201990738,0.4,10
2024-03-26,1453778.033613655,0.018961513638183325,0.0008,0.018161513638183326,0.8,10
2024-04-03,1467789.6335973905,0.010438060047520903,0.0007999999999999999,0.009638060047520903,0.7999999999999999,10
2024-04-10,1416398.4471689048,-0.03401263754161521,0.0009999999999999998,-0.03501263754161521,0.9999999999999999,10
2024-04-19,1437402.8728685356,0.015829461117819132,0.001,0.014829461117819132,1.0,10
2024-04-26,1447104.7282630305,0.006949572842534835,0.0002,0.006749572842534835,0.2,10
2024-05-06,1446913.796926872,0.000868059766214957,0.001,-0.00013194023378504307,1.0,10
2024-05-13,1469335.053551305,0.01669591736014553,0.0012000000000000001,0.01549591736014553,1.2000000000000002,10
2024-05-21,1476938.281604496,0.0059746046858504265,0.0007999999999999999,0.005174604685850426,0.7999999999999999,10
2024-05-28,1426172.3032253964,-0.03357244400216175,0.0007999999999999999,-0.03437244400216175,0.7999999999999999,10
2024-06-04,1513667.6151154106,0.062349748338357935,0.0009999999999999998,0.061349748338357935,0.9999999999999999,10
2024-06-11,1525875.4990654257,0.009265102158563687,0.0012000000000000001,0.008065102158563688,1.2000000000000002,10
2024-06-19,1552807.7566621422,0.018450363750654564,0.0007999999999999999,0.017650363750654565,0.7999999999999999,10
2024-06-26,1570086.7823469946,0.011527601347120164,0.0004,0.011127601347120165,0.4,10
2024-07-03,1584987.6077333717,0.009890446995613145,0.0004,0.009490446995613145,0.4,10
2024-07-10,1618793.8870094852,0.022129049584468596,0.0007999999999999999,0.021329049584468598,0.7999999999999999,10
2024-07-18,1638230.0911944855,0.012406595985426039,0.0004,0.01200659598542604,0.4,10
2024-07-25,1703149.2042715289,0.040427591646609695,0.0007999999999999999,0.03962759164660969,0.7999999999999999,10
2024-08-01,1645609.9838220123,-0.033184016283016815,0.0006,-0.03378401628301682,0.6,10
2024-08-08,1666344.8055126558,0.013400082580008243,0.0007999999999999999,0.012600082580008243,0.7999999999999999,10
2024-08-16,1692376.489074577,0.01642202701133777,0.0007999999999999999,0.01562202701133777,0.7999999999999999,10
2024-08-23,1711083.803429073,0.011853872749511662,0.0007999999999999999,0.011053872749511662,0.7999999999999999,10
2024-08-30,1679188.640667868,-0.01784032766676058,0.0007999999999999999,-0.01864032766676058,0.7999999999999999,10
2024-09-06,1719307.3573756847,0.024291727073534775,0.0004,0.023891727073534774,0.4,10
2024-09-13,1757225.038499407,0.022454044590141775,0.0004,0.022054044590141774,0.4,10
2024-09-20,1803315.739625748,0.026829253576821532,0.0006,0.026229253576821532,0.6,10
2024-09-27,1719068.9030556956,-0.04611774039278138,0.0006,-0.046717740392781384,0.6,10
2024-10-07,1739317.495853419,0.012778813962448288,0.0009999999999999998,0.011778813962448289,0.9999999999999999,10
2024-10-14,1708147.1849851583,-0.017121001164290828,0.0007999999999999999,-0.017921001164290826,0.7999999999999999,10
2024-10-21,1667463.226498222,-0.02281759537149597,0.0009999999999999998,-0.02381759537149597,0.9999999999999999,10
2024-10-28,1644287.581121857,-0.012898744516864236,0.0009999999999999998,-0.013898744516864235,0.9999999999999999,10
2024-11-04,1643057.454628845,-0.00014812125758001393,0.0006,-0.0007481212575800139,0.6,10
2024-11-11,1595156.9343447173,-0.02835328380585933,0.0007999999999999999,-0.02915328380585933,0.7999999999999999,10
