Date,IC,NStocks,Model
2023-05-25,0.2541353383458646,20,XGBoost
2023-05-26,-0.2556390977443609,20,XGBoost
2023-05-29,-0.23157894736842105,20,XGBoost
2023-05-30,-0.20150375939849624,20,XGBoost
2023-05-31,-0.3278195488721804,20,XGBoost
2023-06-01,-0.14285714285714285,20,XGBoost
2023-06-02,-0.4090225563909774,20,XGBoost
2023-06-05,-0.33233082706766914,20,XGBoost
2023-06-06,0.14285714285714285,20,XGBoost
2023-06-07,0.022556390977443608,20,XGBoost
2023-06-08,-0.5759398496240601,20,XGBoost
2023-06-09,-0.08421052631578946,20,XGBoost
2023-06-12,-0.31879699248120297,20,XGBoost
2023-06-13,-0.09323308270676692,20,XGBoost
2023-06-14,0.08120300751879699,20,XGBoost
2023-06-15,0.4421052631578947,20,XGBoost
2023-06-16,0.31729323308270674,20,XGBoost
2023-06-19,0.12330827067669171,20,XGBoost
2023-06-20,0.19097744360902258,20,XGBoost
2023-06-21,0.2827067669172932,20,XGBoost
2023-06-22,0.3383458646616541,20,XGBoost
2023-06-23,0.05413533834586466,20,XGBoost
2023-06-26,-0.14887218045112782,20,XGBoost
2023-06-27,-0.1819548872180451,20,XGBoost
2023-06-28,0.048120300751879695,20,XGBoost
2023-06-30,0.30977443609022554,20,XGBoost
2023-07-03,0.15488721804511277,20,XGBoost
2023-07-04,0.24661654135338343,20,XGBoost
2023-07-05,-0.05714285714285714,20,XGBoost
2023-07-06,0.3157894736842105,20,XGBoost
2023-07-07,0.23759398496240602,20,XGBoost
2023-07-10,0.051127819548872175,20,XGBoost
2023-07-11,-0.048120300751879695,20,XGBoost
2023-07-12,-0.28120300751879695,20,XGBoost
2023-07-13,-0.48872180451127817,20,XGBoost
2023-07-14,-0.14436090225563908,20,XGBoost
2023-07-17,0.06917293233082707,20,XGBoost
2023-07-18,0.2781954887218045,20,XGBoost
2023-07-19,0.12030075187969923,20,XGBoost
2023-07-20,0.08421052631578946,20,XGBoost
2023-07-21,0.2827067669172932,20,XGBoost
2023-07-24,0.33684210526315783,20,XGBoost
2023-07-25,0.24360902255639094,20,XGBoost
2023-07-26,0.33082706766917286,20,XGBoost
2023-07-27,-0.037593984962406006,20,XGBoost
2023-07-28,0.2721804511278195,20,XGBoost
2023-07-31,-0.05864661654135337,20,XGBoost
2023-08-01,0.010526315789473682,20,XGBoost
2023-08-02,-0.1263157894736842,20,XGBoost
2023-08-03,-0.3203007518796992,20,XGBoost
2023-08-04,-0.22105263157894736,20,XGBoost
2023-08-07,-0.0781954887218045,20,XGBoost
2023-08-08,0.04210526315789473,20,XGBoost
2023-08-09,0.22556390977443608,20,XGBoost
2023-08-10,0.3082706766917293,20,XGBoost
2023-08-11,-0.05864661654135337,20,XGBoost
2023-08-14,-0.16691729323308271,20,XGBoost
2023-08-16,0.22255639097744356,20,XGBoost
2023-08-17,0.1819548872180451,20,XGBoost
2023-08-18,0.07218045112781954,20,XGBoost
2023-08-21,0.11127819548872178,20,XGBoost
2023-08-22,0.3157894736842105,20,XGBoost
2023-08-23,-0.10676691729323308,20,XGBoost
2023-08-24,-0.3037593984962406,20,XGBoost
2023-08-25,-0.15939849624060148,20,XGBoost
2023-08-28,-0.09473684210526315,20,XGBoost
2023-08-29,-0.08120300751879699,20,XGBoost
2023-08-30,-0.2857142857142857,20,XGBoost
2023-08-31,-0.06165413533834586,20,XGBoost
2023-09-01,0.06165413533834586,20,XGBoost
2023-09-04,-0.10827067669172932,20,XGBoost
2023-09-05,0.07368421052631578,20,XGBoost
2023-09-06,0.022556390977443608,20,XGBoost
2023-09-07,0.003007518796992481,20,XGBoost
2023-09-08,-0.156390977443609,20,XGBoost
2023-09-11,0.05563909774436089,20,XGBoost
2023-09-12,0.3954887218045112,20,XGBoost
2023-09-13,0.07969924812030074,20,XGBoost
2023-09-14,-0.02706766917293233,20,XGBoost
2023-09-15,-0.12330827067669171,20,XGBoost
2023-09-18,-0.3488721804511278,20,XGBoost
2023-09-20,-0.2421052631578947,20,XGBoost
2023-09-21,-0.613533834586466,20,XGBoost
2023-09-22,-0.4496240601503759,20,XGBoost
2023-09-25,-0.2601503759398496,20,XGBoost
2023-09-26,0.11578947368421053,20,XGBoost
2023-09-27,0.16691729323308271,20,XGBoost
2023-09-28,0.08872180451127819,20,XGBoost
2023-09-29,-0.004511278195488721,20,XGBoost
2023-10-03,0.1969924812030075,20,XGBoost
2023-10-04,-0.3293233082706767,20,XGBoost
2023-10-05,-0.44360902255639095,20,XGBoost
2023-10-06,-0.22105263157894736,20,XGBoost
2023-10-09,0.09323308270676692,20,XGBoost
2023-10-10,0.05563909774436089,20,XGBoost
2023-10-11,0.3142857142857143,20,XGBoost
2023-10-12,0.016541353383458645,20,XGBoost
2023-10-13,-0.23458646616541348,20,XGBoost
2023-10-16,0.1969924812030075,20,XGBoost
2023-10-17,0.10075187969924812,20,XGBoost
2023-10-18,-0.20300751879699244,20,XGBoost
2023-10-19,0.11428571428571428,20,XGBoost
2023-10-20,0.5007518796992482,20,XGBoost
2023-10-23,-0.20601503759398496,20,XGBoost
2023-10-25,-0.3488721804511278,20,XGBoost
2023-10-26,0.11278195488721804,20,XGBoost
2023-10-27,-0.31127819548872177,20,XGBoost
2023-10-30,0.19999999999999998,20,XGBoost
2023-10-31,0.11278195488721804,20,XGBoost
2023-11-01,0.18796992481203004,20,XGBoost
2023-11-02,0.20601503759398496,20,XGBoost
2023-11-03,0.10075187969924812,20,XGBoost
2023-11-06,-0.1533834586466165,20,XGBoost
2023-11-07,0.2045112781954887,20,XGBoost
2023-11-08,-0.3413533834586466,20,XGBoost
2023-11-09,-0.007518796992481202,20,XGBoost
2023-11-10,-0.18345864661654135,20,XGBoost
2023-11-13,-0.019548872180451125,20,XGBoost
2023-11-15,-0.3082706766917293,20,XGBoost
2023-11-16,-0.22255639097744356,20,XGBoost
2023-11-17,-0.1533834586466165,20,XGBoost
2023-11-20,0.09323308270676692,20,XGBoost
2023-11-21,0.2045112781954887,20,XGBoost
2023-11-22,-0.015037593984962403,20,XGBoost
2023-11-23,0.13082706766917293,20,XGBoost
2023-11-24,0.06766917293233082,20,XGBoost
2023-11-28,-0.1413533834586466,20,XGBoost
2023-11-29,0.05714285714285714,20,XGBoost
2023-11-30,0.2120300751879699,20,XGBoost
2023-12-01,0.06917293233082707,20,XGBoost
2023-12-04,0.14736842105263157,20,XGBoost
2023-12-05,0.2045112781954887,20,XGBoost
2023-12-06,-0.12030075187969923,20,XGBoost
2023-12-07,-0.09774436090225563,20,XGBoost
2023-12-08,-0.1969924812030075,20,XGBoost
2023-12-11,-0.06917293233082707,20,XGBoost
2023-12-12,0.24661654135338343,20,XGBoost
2023-12-13,0.193984962406015,20,XGBoost
2023-12-14,0.1744360902255639,20,XGBoost
2023-12-15,0.08270676691729321,20,XGBoost
2023-12-18,-0.07669172932330826,20,XGBoost
2023-12-19,0.04210526315789473,20,XGBoost
2023-12-20,-0.19849624060150375,20,XGBoost
2023-12-21,-0.4451127819548871,20,XGBoost
2023-12-22,-0.393984962406015,20,XGBoost
2023-12-26,0.25112781954887214,20,XGBoost
2023-12-27,0.14736842105263157,20,XGBoost
2023-12-28,-0.3789473684210526,20,XGBoost
2023-12-29,-0.07669172932330826,20,XGBoost
2024-01-01,-0.20751879699248119,20,XGBoost
2024-01-02,0.03609022556390977,20,XGBoost
2024-01-03,0.28721804511278193,20,XGBoost
2024-01-04,0.25112781954887214,20,XGBoost
2024-01-05,0.27518796992481204,20,XGBoost
2024-01-08,0.09172932330827067,20,XGBoost
2024-01-09,0.29624060150375936,20,XGBoost
2024-01-10,0.10977443609022557,20,XGBoost
2024-01-11,0.012030075187969924,20,XGBoost
2024-01-12,-0.1609022556390977,20,XGBoost
2024-01-15,-0.14736842105263157,20,XGBoost
2024-01-16,-0.19548872180451127,20,XGBoost
2024-01-17,-0.10375939849624059,20,XGBoost
2024-01-18,-0.03157894736842105,20,XGBoost
2024-01-19,-0.19849624060150375,20,XGBoost
2024-01-23,-0.07969924812030074,20,XGBoost
2024-01-24,-0.17142857142857143,20,XGBoost
2024-01-25,-0.193984962406015,20,XGBoost
2024-01-29,-0.2721804511278195,20,XGBoost
2024-01-30,0.10075187969924812,20,XGBoost
2024-01-31,0.21052631578947367,20,XGBoost
2024-02-01,-0.24511278195488717,20,XGBoost
2024-02-02,0.08421052631578946,20,XGBoost
2024-02-05,0.16240601503759397,20,XGBoost
2024-02-06,-0.0781954887218045,20,XGBoost
2024-02-07,-0.17142857142857143,20,XGBoost
2024-02-08,-0.3157894736842105,20,XGBoost
2024-02-09,-0.07518796992481201,20,XGBoost
2024-02-12,-0.022556390977443608,20,XGBoost
2024-02-13,0.1969924812030075,20,XGBoost
2024-02-14,-0.33082706766917286,20,XGBoost
2024-02-15,0.03909774436090225,20,XGBoost
2024-02-16,-0.18796992481203004,20,XGBoost
2024-02-19,-0.4781954887218045,20,XGBoost
2024-02-20,-0.46917293233082696,20,XGBoost
2024-02-21,-0.3203007518796992,20,XGBoost
2024-02-22,-0.3398496240601503,20,XGBoost
2024-02-23,-0.1894736842105263,20,XGBoost
2024-02-26,-0.38195488721804516,20,XGBoost
2024-02-27,-0.37293233082706767,20,XGBoost
2024-02-28,-0.24060150375939846,20,XGBoost
2024-02-29,-0.021052631578947364,20,XGBoost
2024-03-01,-0.09774436090225563,20,XGBoost
2024-03-04,0.15789473684210525,20,XGBoost
2024-03-05,0.5368421052631579,20,XGBoost
2024-03-06,0.2541353383458646,20,XGBoost
2024-03-07,0.14887218045112782,20,XGBoost
2024-03-11,0.09323308270676692,20,XGBoost
2024-03-12,0.19097744360902258,20,XGBoost
2024-03-13,-0.04060150375939849,20,XGBoost
2024-03-14,0.05563909774436089,20,XGBoost
2024-03-15,0.156390977443609,20,XGBoost
2024-03-18,-0.04661654135338346,20,XGBoost
2024-03-19,-0.26315789473684204,20,XGBoost
2024-03-20,-0.362406015037594,20,XGBoost
2024-03-21,-0.5744360902255639,20,XGBoost
2024-03-22,-0.2270676691729323,20,XGBoost
2024-03-26,0.13834586466165413,20,XGBoost
2024-03-27,0.5293233082706766,20,XGBoost
2024-03-28,0.47218045112781953,20,XGBoost
2024-04-01,0.17593984962406017,20,XGBoost
2024-04-02,0.1744360902255639,20,XGBoost
2024-04-03,-0.007518796992481202,20,XGBoost
2024-04-04,0.4526315789473684,20,XGBoost
2024-04-05,0.27518796992481204,20,XGBoost
2024-04-08,0.41353383458646614,20,XGBoost
2024-04-09,0.11278195488721804,20,XGBoost
2024-04-10,-0.12030075187969923,20,XGBoost
2024-04-12,-0.3804511278195489,20,XGBoost
2024-04-15,-0.10526315789473684,20,XGBoost
2024-04-16,0.04661654135338346,20,XGBoost
2024-04-18,0.16240601503759397,20,XGBoost
2024-04-19,0.4300751879699248,20,XGBoost
2024-04-22,-0.016541353383458645,20,XGBoost
2024-04-23,-0.08421052631578946,20,XGBoost
2024-04-24,-0.2781954887218045,20,XGBoost
2024-04-25,-0.09624060150375939,20,XGBoost
2024-04-26,0.07969924812030074,20,XGBoost
2024-04-29,-0.10827067669172932,20,XGBoost
2024-04-30,-0.12030075187969923,20,XGBoost
2024-05-02,0.12932330827067667,20,XGBoost
2024-05-03,-0.06165413533834586,20,XGBoost
2024-05-06,0.060150375939849614,20,XGBoost
2024-05-07,0.09774436090225563,20,XGBoost
2024-05-08,0.3398496240601503,20,XGBoost
2024-05-09,-0.17142857142857143,20,XGBoost
2024-05-10,-0.016541353383458645,20,XGBoost
2024-05-13,-0.23458646616541348,20,XGBoost
2024-05-14,-0.2646616541353383,20,XGBoost
2024-05-15,-0.06917293233082707,20,XGBoost
2024-05-16,-0.20300751879699244,20,XGBoost
2024-05-17,-0.41804511278195483,20,XGBoost
2024-05-21,0.030075187969924807,20,XGBoost
2024-05-22,-0.022556390977443608,20,XGBoost
2024-05-23,-0.14586466165413534,20,XGBoost
2024-05-24,-0.24360902255639094,20,XGBoost
2024-05-27,-0.6075187969924812,20,XGBoost
2024-05-28,0.2721804511278195,20,XGBoost
2024-05-29,-0.04661654135338346,20,XGBoost
2024-05-30,0.5729323308270676,20,XGBoost
2024-05-31,0.5233082706766917,20,XGBoost
2024-06-03,0.29323308270676685,20,XGBoost
2024-06-04,0.3293233082706767,20,XGBoost
2024-06-05,0.24962406015037594,20,XGBoost
2024-06-06,0.04210526315789473,20,XGBoost
2024-06-07,0.3789473684210526,20,XGBoost
2024-06-10,0.4451127819548871,20,XGBoost
2024-06-11,0.30977443609022554,20,XGBoost
2024-06-12,0.26315789473684204,20,XGBoost
2024-06-13,-0.14736842105263157,20,XGBoost
2024-06-14,0.07969924812030074,20,XGBoost
2024-06-18,0.060150375939849614,20,XGBoost
2024-06-19,-0.10526315789473684,20,XGBoost
2024-06-20,0.07669172932330826,20,XGBoost
2024-06-21,-0.156390977443609,20,XGBoost
2024-06-24,-0.15037593984962402,20,XGBoost
2024-06-25,-0.17744360902255638,20,XGBoost
2024-06-26,-0.25864661654135335,20,XGBoost
2024-06-27,0.004511278195488721,20,XGBoost
2024-06-28,0.08721804511278194,20,XGBoost
2024-07-01,0.024060150375939848,20,XGBoost
2024-07-02,-0.3684210526315789,20,XGBoost
2024-07-03,-0.19849624060150375,20,XGBoost
2024-07-04,0.06165413533834586,20,XGBoost
2024-07-05,-0.17142857142857143,20,XGBoost
2024-07-08,-0.16992481203007515,20,XGBoost
2024-07-09,0.08421052631578946,20,XGBoost
2024-07-10,0.3203007518796992,20,XGBoost
2024-07-11,0.06766917293233082,20,XGBoost
2024-07-12,0.051127819548872175,20,XGBoost
2024-07-15,-0.06466165413533834,20,XGBoost
2024-07-16,-0.19849624060150375,20,XGBoost
2024-07-18,-0.02857142857142857,20,XGBoost
2024-07-19,0.14436090225563908,20,XGBoost
2024-07-22,-0.12932330827067667,20,XGBoost
2024-07-23,0.12180451127819547,20,XGBoost
2024-07-24,0.14436090225563908,20,XGBoost
2024-07-25,0.19097744360902258,20,XGBoost
2024-07-26,0.20601503759398496,20,XGBoost
2024-07-29,-0.03909774436090225,20,XGBoost
2024-07-30,0.09624060150375939,20,XGBoost
2024-07-31,-0.17142857142857143,20,XGBoost
2024-08-01,-0.16240601503759397,20,XGBoost
2024-08-02,-0.051127819548872175,20,XGBoost
2024-08-05,-0.19849624060150375,20,XGBoost
2024-08-06,-0.20902255639097742,20,XGBoost
2024-08-07,0.025563909774436087,20,XGBoost
2024-08-08,0.06616541353383458,20,XGBoost
2024-08-09,0.06165413533834586,20,XGBoost
2024-08-12,0.09172932330827067,20,XGBoost
2024-08-13,0.1894736842105263,20,XGBoost
2024-08-14,0.2421052631578947,20,XGBoost
2024-08-16,0.15037593984962402,20,XGBoost
2024-08-19,0.27368421052631575,20,XGBoost
2024-08-20,0.26165413533834586,20,XGBoost
2024-08-21,0.23759398496240602,20,XGBoost
2024-08-22,0.14436090225563908,20,XGBoost
2024-08-23,0.15488721804511277,20,XGBoost
2024-08-26,0.06616541353383458,20,XGBoost
2024-08-27,0.16541353383458643,20,XGBoost
2024-08-28,-0.051127819548872175,20,XGBoost
2024-08-29,-0.2526315789473684,20,XGBoost
2024-08-30,-0.33082706766917286,20,XGBoost
2024-09-02,-0.4526315789473684,20,XGBoost
2024-09-03,-0.38947368421052625,20,XGBoost
2024-09-04,-0.2796992481203007,20,XGBoost
2024-09-05,-0.312781954887218,20,XGBoost
2024-09-06,-0.25112781954887214,20,XGBoost
2024-09-09,-0.19548872180451127,20,XGBoost
2024-09-10,-0.29473684210526313,20,XGBoost
2024-09-11,-0.019548872180451125,20,XGBoost
2024-09-12,-0.04962406015037594,20,XGBoost
2024-09-13,-0.06917293233082707,20,XGBoost
2024-09-16,0.21052631578947367,20,XGBoost
2024-09-17,0.19248120300751878,20,XGBoost
2024-09-18,0.18345864661654135,20,XGBoost
2024-09-19,0.07518796992481201,20,XGBoost
2024-09-20,0.24360902255639094,20,XGBoost
2024-09-23,0.2270676691729323,20,XGBoost
2024-09-24,0.013533834586466165,20,XGBoost
2024-09-25,0.25112781954887214,20,XGBoost
2024-09-26,0.3744360902255639,20,XGBoost
2024-09-27,0.22406015037593985,20,XGBoost
2024-09-30,-0.0015037593984962405,20,XGBoost
2024-10-01,-0.12180451127819547,20,XGBoost
2024-10-03,0.4015037593984962,20,XGBoost
2024-10-04,0.06766917293233082,20,XGBoost
2024-10-07,0.26766917293233083,20,XGBoost
2024-10-08,0.38345864661654133,20,XGBoost
2024-10-09,0.26766917293233083,20,XGBoost
2024-10-10,0.2421052631578947,20,XGBoost
2024-10-11,-0.010526315789473682,20,XGBoost
2024-10-14,-0.006015037593984962,20,XGBoost
2024-10-15,-0.20751879699248119,20,XGBoost
2024-10-16,-0.29172932330827067,20,XGBoost
2024-10-17,-0.25864661654135335,20,XGBoost
2024-10-18,0.010526315789473682,20,XGBoost
2024-10-21,0.3714285714285714,20,XGBoost
2024-10-22,-0.12030075187969923,20,XGBoost
2024-10-23,0.27669172932330827,20,XGBoost
2024-10-24,-0.015037593984962403,20,XGBoost
2024-10-25,0.016541353383458645,20,XGBoost
2024-10-28,-0.35037593984962395,20,XGBoost
2024-10-29,-0.15488721804511277,20,XGBoost
2024-10-30,-0.24661654135338343,20,XGBoost
2024-10-31,-0.13533834586466165,20,XGBoost
2024-11-01,-0.2601503759398496,20,XGBoost
2024-11-04,0.04661654135338346,20,XGBoost
2024-11-05,0.0631578947368421,20,XGBoost
2024-11-06,0.21954887218045113,20,XGBoost
2024-11-07,0.07368421052631578,20,XGBoost
2024-11-08,-0.12330827067669171,20,XGBoost
2024-11-11,-0.3278195488721804,20,XGBoost
2024-11-12,-0.1413533834586466,20,XGBoost
2024-11-13,-0.06165413533834586,20,XGBoost
2024-11-14,0.14285714285714285,20,XGBoost
2024-11-18,0.09624060150375939,20,XGBoost
2024-11-19,-0.022556390977443608,20,XGBoost
2024-11-21,0.02706766917293233,20,XGBoost
2024-11-22,-0.1894736842105263,20,XGBoost
2024-11-25,-0.2992481203007519,20,XGBoost
2024-11-26,-0.03157894736842105,20,XGBoost
2024-11-27,0.0015037593984962405,20,XGBoost
2024-11-28,0.021052631578947364,20,XGBoost
2024-11-29,0.19097744360902258,20,XGBoost
2024-12-02,0.26165413533834586,20,XGBoost
2024-12-03,0.17142857142857143,20,XGBoost
2024-12-04,-0.05263157894736842,20,XGBoost
2024-12-05,-0.08270676691729321,20,XGBoost
2024-12-06,-0.15037593984962402,20,XGBoost
2024-12-09,-0.20150375939849624,20,XGBoost
2024-12-10,-0.19248120300751878,20,XGBoost
2024-12-11,-0.2781954887218045,20,XGBoost
2024-12-12,0.1789473684210526,20,XGBoost
2024-12-13,0.13984962406015036,20,XGBoost
2024-12-16,-0.08571428571428572,20,XGBoost
2024-12-17,-0.024060150375939848,20,XGBoost
2024-12-18,0.2541353383458646,20,XGBoost
2024-12-19,0.4586466165413533,20,XGBoost
2024-12-20,0.14285714285714285,20,XGBoost
2024-12-23,0.2526315789473684,20,XGBoost
2024-12-24,0.3684210526315789,20,XGBoost
2024-12-26,0.05714285714285714,20,XGBoost
2024-12-27,0.1639097744360902,20,XGBoost
2024-12-30,0.17293233082706763,20,XGBoost
2024-12-31,0.17142857142857143,20,XGBoost
2025-01-01,0.08270676691729321,20,XGBoost
2025-01-02,-0.013533834586466165,20,XGBoost
2025-01-03,-0.09924812030075188,20,XGBoost
2025-01-06,0.012030075187969924,20,XGBoost
2025-01-07,-0.13233082706766916,20,XGBoost
2025-01-08,-0.09624060150375939,20,XGBoost
2025-01-09,0.15939849624060148,20,XGBoost
2025-01-10,0.04661654135338346,20,XGBoost
2025-01-13,0.23308270676691725,20,XGBoost
2025-01-14,-0.12030075187969923,20,XGBoost
2025-01-15,-0.23308270676691725,20,XGBoost
2025-01-16,-0.2270676691729323,20,XGBoost
2025-01-17,0.19248120300751878,20,XGBoost
2025-01-20,0.024060150375939848,20,XGBoost
2025-01-21,-0.24060150375939846,20,XGBoost
2025-01-22,-0.2300751879699248,20,XGBoost
2025-01-23,0.24511278195488717,20,XGBoost
2025-01-24,-0.05864661654135337,20,XGBoost
2025-01-27,-0.13533834586466165,20,XGBoost
2025-01-28,-0.045112781954887216,20,XGBoost
2025-01-29,-0.20902255639097742,20,XGBoost
2025-01-30,-0.23157894736842105,20,XGBoost
2025-01-31,-0.30977443609022554,20,XGBoost
2025-02-01,-0.07368421052631578,20,XGBoost
2025-02-03,-0.051127819548872175,20,XGBoost
2025-02-04,-0.08120300751879699,20,XGBoost
2025-02-05,-0.012030075187969924,20,XGBoost
2025-02-06,-0.05714285714285714,20,XGBoost
2025-02-07,0.14285714285714285,20,XGBoost
2025-02-10,-0.04661654135338346,20,XGBoost
2025-02-11,0.04661654135338346,20,XGBoost
2025-02-12,0.25112781954887214,20,XGBoost
2025-02-13,0.22105263157894736,20,XGBoost
2025-02-14,0.4285714285714286,20,XGBoost
2025-02-17,0.07669172932330826,20,XGBoost
2025-02-18,0.04962406015037594,20,XGBoost
2025-02-19,0.10375939849624059,20,XGBoost
2025-02-20,-0.2601503759398496,20,XGBoost
2025-02-21,-0.4330827067669173,20,XGBoost
2025-02-24,-0.29774436090225564,20,XGBoost
2025-02-25,-0.20300751879699244,20,XGBoost
2025-02-27,0.045112781954887216,20,XGBoost
2025-02-28,0.02706766917293233,20,XGBoost
2025-03-03,-0.15939849624060148,20,XGBoost
2025-03-04,-0.10075187969924812,20,XGBoost
2025-03-05,-0.2706766917293233,20,XGBoost
2025-03-06,-0.10225563909774435,20,XGBoost
2025-03-07,-0.09323308270676692,20,XGBoost
2025-03-10,-0.12180451127819547,20,XGBoost
2025-03-11,-0.43458646616541347,20,XGBoost
2025-03-12,0.012030075187969924,20,XGBoost
2025-03-13,-0.1533834586466165,20,XGBoost
2025-03-17,0.10375939849624059,20,XGBoost
2025-03-18,0.07218045112781954,20,XGBoost
2025-03-20,-0.3157894736842105,20,XGBoost
2025-03-21,-0.11729323308270674,20,XGBoost
2025-03-24,-0.362406015037594,20,XGBoost
2025-03-25,-0.35037593984962395,20,XGBoost
2025-03-26,0.06616541353383458,20,XGBoost
2025-03-27,-0.2300751879699248,20,XGBoost
2025-03-28,-0.016541353383458645,20,XGBoost
2025-04-01,0.2827067669172932,20,XGBoost
2025-04-02,-0.007518796992481202,20,XGBoost
2025-04-03,-0.09624060150375939,20,XGBoost
2025-04-04,0.051127819548872175,20,XGBoost
2025-04-07,-0.05864661654135337,20,XGBoost
2025-04-08,-0.27368421052631575,20,XGBoost
2025-04-09,-0.10225563909774435,20,XGBoost
2025-04-11,0.037593984962406006,20,XGBoost
2025-04-15,0.4285714285714286,20,XGBoost
2025-04-16,0.4872180451127819,20,XGBoost
2025-04-17,0.6872180451127818,20,XGBoost
2025-04-21,0.6360902255639098,20,XGBoost
2025-04-22,0.5458646616541353,20,XGBoost
2025-04-23,0.4812030075187969,20,XGBoost
2025-04-24,0.4360902255639097,20,XGBoost
2025-04-25,0.003007518796992481,20,XGBoost
2025-04-28,0.32481203007518794,20,XGBoost
2025-04-29,0.23157894736842105,20,XGBoost
2025-04-30,-0.05864661654135337,20,XGBoost
