MeanTop10Return,MeanBottom10Return,MeanTopBottomSpread,SpreadCI95Lower,SpreadCI95Upper,MeanTop10ExcessUniverse,Observations
0.0017943222140112127,0.002292672428665721,-0.0004983502146545083,-0.001923923342153003,0.0009057619880727018,-0.00024917510732725404,242
