Date,PortfolioValue,GrossReturn,TransactionCost,NetReturn,Turnover,NStocks,Strategy,RiskProfile,CostBps
2025-01-01,1015255.902660724,0.016272174835559428,0.001,0.015255902660723963,1.0,10,XGB_TurnoverAware,conservative,10.0
2025-01-08,1004579.6355671412,-0.01008672791405596,0.00043348299623837295,-0.010515838485255835,0.4334829962383729,10,XGB_TurnoverAware,conservative,10.0
2025-01-15,987804.1037216521,-0.015512054910729933,0.0012057042940177682,-0.01669905625353285,1.2057042940177682,10,XGB_TurnoverAware,conservative,10.0
2025-01-22,964636.6832713385,-0.02267224070464513,0.0007993384609358908,-0.023453456371590242,0.7993384609358908,10,XGB_TurnoverAware,conservative,10.0
2025-01-29,1003160.9456069304,0.040773398584068365,0.0008040629582185467,0.039936551246367635,0.8040629582185468,10,XGB_TurnoverAware,conservative,10.0
2025-02-04,960871.6886076207,-0.041350325477977234,0.0008404307710936504,-0.04215600416314447,0.8404307710936503,10,XGB_TurnoverAware,conservative,10.0
2025-02-11,947249.8196355549,-0.01336704168692926,0.0008205003648977513,-0.014176574389245356,0.8205003648977514,10,XGB_TurnoverAware,conservative,10.0
2025-02-18,927935.832780232,-0.01976917128750566,0.0006328789031922668,-0.020389538699256526,0.6328789031922668,10,XGB_TurnoverAware,conservative,10.0
2025-02-25,929493.6754229259,0.0019290741563153802,0.0002497665103075715,0.0016788258278876977,0.24976651030757152,10,XGB_TurnoverAware,conservative,10.0
2025-03-05,937142.1461045869,0.009221773663606658,0.0009840569291046776,0.008228641984229679,0.9840569291046777,10,XGB_TurnoverAware,conservative,10.0
2025-03-12,954628.1457131224,0.019492292518945575,0.0008175023218295808,0.018658855202724034,0.8175023218295807,10,XGB_TurnoverAware,conservative,10.0
2025-03-21,970218.995700793,0.017145573064275554,0.0008,0.016331856605824147,0.8,10,XGB_TurnoverAware,conservative,10.0
2025-03-28,936758.5117940719,-0.03409328681956869,0.0004081876597884972,-0.034487558020395714,0.4081876597884972,10,XGB_TurnoverAware,conservative,10.0
2025-04-07,986431.2480464067,0.05431872130975468,0.0012259383863877094,0.05302619151781385,1.2259383863877094,10,XGB_TurnoverAware,conservative,10.0
2025-04-16,1017014.5527842675,0.03226400991349121,0.0012206370764314158,0.03100399019032496,1.2206370764314158,10,XGB_TurnoverAware,conservative,10.0
2025-04-24,1015862.4866709427,-0.0003256653006490362,0.0008073897994954195,-0.001132792161302687,0.8073897994954193,10,XGB_TurnoverAware,conservative,10.0
2025-05-02,1000571.2260949635,-0.01386874530376736,0.0012003932887970678,-0.015052490643777783,1.2003932887970676,10,XGB_TurnoverAware,conservative,10.0
2025-05-09,1028987.6543259285,0.029884841671683482,0.001441555714786603,0.028400205292599567,1.441555714786603,10,XGB_TurnoverAware,conservative,10.0
2025-05-16,1020340.3647399537,-0.00794864272994833,0.00045868965899075376,-0.008403686428715806,0.45868965899075376,10,XGB_TurnoverAware,conservative,10.0
2025-05-23,1019094.6694831275,-0.0005471914295336333,0.0006740398682165333,-0.0012208624689111769,0.6740398682165333,10,XGB_TurnoverAware,conservative,10.0
2025-05-30,1024382.525610326,0.005193896296608491,5.091726806349756e-06,0.005188778123901283,0.005091726806349756,10,XGB_TurnoverAware,conservative,10.0
2025-06-06,1021619.8387294551,-0.0024581594523482853,0.0002393578693370443,-0.002696928941876342,0.2393578693370443,10,XGB_TurnoverAware,conservative,10.0
2025-06-13,1035535.0361721473,0.014435301517647492,0.000802990428856089,0.013620719679835025,0.8029904288560891,10,XGB_TurnoverAware,conservative,10.0
2025-06-20,1059454.9934535336,0.023745944195305846,0.0006318123149658953,0.023099128900366805,0.6318123149658954,10,XGB_TurnoverAware,conservative,10.0
2025-06-27,1051000.8518279376,-0.00700474633435666,0.0009818393320167582,-0.007979708130911534,0.9818393320167584,10,XGB_TurnoverAware,conservative,10.0
2025-07-04,1033161.1370386673,-0.016574432641069947,0.0004063270519192866,-0.01697402505263701,0.40632705191928653,10,XGB_TurnoverAware,conservative,10.0
2025-07-11,1023947.3786005847,-0.008669988657120653,0.0002502071741848601,-0.00891802653794338,0.2502071741848601,10,XGB_TurnoverAware,conservative,10.0
2025-07-18,1001592.5271496811,-0.02081002371531593,0.0010437278115169647,-0.021832031526322848,1.0437278115169648,10,XGB_TurnoverAware,conservative,10.0
2025-07-25,981804.6551843174,-0.01930246451986739,0.00046287954319025035,-0.019756409347098214,0.4628795431902504,10,XGB_TurnoverAware,conservative,10.0
2025-08-01,980976.6337833636,-2.739842894594613e-05,0.0008159906776885647,-0.0008433667497719233,0.8159906776885647,10,XGB_TurnoverAware,conservative,10.0
2025-08-08,1010362.8106645186,0.029972634574973345,1.611008186455765e-05,0.02995604163151211,0.016110081864557653,10,XGB_TurnoverAware,conservative,10.0
2025-08-18,1016671.0073961114,0.0070696857518903755,0.0008203892984871393,0.006243496558868689,0.8203892984871393,10,XGB_TurnoverAware,conservative,10.0
2025-08-25,1005307.0759319827,-0.010759887188607431,0.0004222459119701104,-0.01117758978219896,0.4222459119701104,10,XGB_TurnoverAware,conservative,10.0
2025-09-02,996487.1112460404,-0.00838149935587229,0.00039521671984061327,-0.008773403567030158,0.39521671984061324,10,XGB_TurnoverAware,conservative,10.0
2025-09-09,1010307.6224799397,0.014284900108948895,0.0004098136576991429,0.01386923230408632,0.4098136576991429,10,XGB_TurnoverAware,conservative,10.0
2025-09-16,1000160.1757212863,-0.009247915129978912,0.0008034327935935772,-0.010043917845284689,0.8034327935935772,10,XGB_TurnoverAware,conservative,10.0
2025-09-23,978946.322166427,-0.020623135174776652,0.0005996884356401902,-0.021210456154745927,0.5996884356401901,10,XGB_TurnoverAware,conservative,10.0
2025-09-30,1013271.9926567446,0.03629859360156251,0.0011914511724788702,0.03506389442717772,1.1914511724788701,10,XGB_TurnoverAware,conservative,10.0
2025-10-08,1023546.3541255703,0.011117204661941882,0.0009666716755661767,0.010139786299517617,0.9666716755661766,10,XGB_TurnoverAware,conservative,10.0
2025-10-15,1039604.751386529,0.016502597954721754,0.0008004101031621685,0.015688979005428205,0.8004101031621685,10,XGB_TurnoverAware,conservative,10.0
2025-10-23,1038637.401989504,-0.00013432022391657306,0.0007962840165790419,-0.0009304972834481839,0.7962840165790419,10,XGB_TurnoverAware,conservative,10.0
2025-10-30,1005259.298704438,-0.031743326271659655,0.0004059963325493059,-0.03213643493015983,0.4059963325493059,10,XGB_TurnoverAware,conservative,10.0
2025-11-07,1045618.3007355899,0.040677626289788105,0.000509066202444156,0.04014785248260422,0.509066202444156,10,XGB_TurnoverAware,conservative,10.0
2025-11-14,1052810.4829559522,0.007940849603729871,0.0010540780843507247,0.006878401243840759,1.0540780843507247,10,XGB_TurnoverAware,conservative,10.0
2025-11-21,1060607.5114607157,0.007817339526060119,0.00040822987604987844,0.007405918378464493,0.4082298760498785,10,XGB_TurnoverAware,conservative,10.0
2025-11-28,1055558.2008631849,-0.0039667826447716825,0.0007971515329890422,-0.004760772050894424,0.7971515329890422,10,XGB_TurnoverAware,conservative,10.0
2025-12-05,1049368.4991756477,-0.005461827153654286,0.000404294250730298,-0.005863913219067873,0.404294250730298,10,XGB_TurnoverAware,conservative,10.0
2025-12-12,1034734.3136058201,-0.013934079159917845,1.1792100005088049e-05,-0.013945706947868008,0.01179210000508805,10,XGB_TurnoverAware,conservative,10.0
2025-01-01,1015255.9026607242,0.01627217483555965,0.001,0.015255902660724185,1.0,10,XGB_TurnoverAware,moderate,10.0
2025-01-08,1004579.635931509,-0.010086727555040365,0.0004334829962056754,-0.010515838126363586,0.43348299620567543,10,XGB_TurnoverAware,moderate,10.0
2025-01-15,987804.1110393093,-0.015512047974435172,0.0012057042943058394,-0.01669904932588484,1.2057042943058394,10,XGB_TurnoverAware,moderate,10.0
2025-01-22,964636.690797683,-0.02267224070464513,0.0007993380669972263,-0.023453455986583105,0.7993380669972263,10,XGB_TurnoverAware,moderate,10.0
2025-01-29,1003160.9540124359,0.04077339918434664,0.0008040629582185471,0.03993655184616318,0.804062958218547,10,XGB_TurnoverAware,moderate,10.0
2025-02-04,961182.4646467773,-0.041040276143471055,0.0008404307706089213,-0.04184621540317468,0.8404307706089212,10,XGB_TurnoverAware,moderate,10.0
2025-02-11,946899.30587093,-0.014050769166730204,0.0008207498401898107,-0.01485998684037182,0.8207498401898108,10,XGB_TurnoverAware,moderate,10.0
2025-02-18,925033.8227629605,-0.022308736211224756,0.0008007951514468195,-0.023091666634878716,0.8007951514468195,10,XGB_TurnoverAware,moderate,10.0
2025-02-25,927315.5404221044,0.002883494788457286,0.0004156646207726599,0.0024666316009167577,0.4156646207726599,10,XGB_TurnoverAware,moderate,10.0
2025-03-05,935104.0710504457,0.009221773663606658,0.0008152476496027231,0.008399007984699614,0.8152476496027232,10,XGB_TurnoverAware,moderate,10.0
2025-03-12,952552.0425116537,0.019492292518945575,0.0008175023218295808,0.018658855202724034,0.8175023218295807,10,XGB_TurnoverAware,moderate,10.0
2025-03-21,968108.9858795392,0.017145573064275776,0.0007999999999999996,0.01633185660582437,0.7999999999999996,10,XGB_TurnoverAware,moderate,10.0
2025-03-28,934711.5644781431,-0.03410331724452609,0.00040818765978849816,-0.03449758435105743,0.40818765978849814,10,XGB_TurnoverAware,moderate,10.0
2025-04-07,984275.9864539466,0.0543187213097549,0.0012257074908148058,0.0530264349553391,1.2257074908148058,10,XGB_TurnoverAware,moderate,10.0
2025-04-16,1013403.3696866249,0.030850994180107172,0.0012206370764314156,0.029592699236334674,1.2206370764314156,10,XGB_TurnoverAware,moderate,10.0
2025-04-24,1012256.3760936888,-0.0003252341349913035,0.0008068516269065448,-0.0011318233462068727,0.8068516269065448,10,XGB_TurnoverAware,moderate,10.0
2025-05-02,996998.5325373074,-0.01388938206287249,0.001200392598537947,-0.015073101949983903,1.200392598537947,10,XGB_TurnoverAware,moderate,10.0
2025-05-09,1019342.2304641256,0.023892940041964295,0.0014473938424818783,0.022410963705187026,1.4473938424818784,10,XGB_TurnoverAware,moderate,10.0
2025-05-16,1010292.2741220568,-0.008463819942357342,0.00041794904458081666,-0.008878231541479709,0.4179490445808167,10,XGB_TurnoverAware,moderate,10.0
2025-05-23,1008879.5785141771,-0.0006322268396097286,0.0007665616822901548,-0.0013983038810301274,0.7665616822901549,10,XGB_TurnoverAware,moderate,10.0
2025-05-30,1013871.3184695673,0.004958806442015629,1.0946632052299746e-05,0.004947805527733884,0.010946632052299746,10,XGB_TurnoverAware,moderate,10.0
2025-06-06,1011599.4116264638,-0.0021366691711429686,0.00010437751349262356,-0.002240823664420244,0.10437751349262357,10,XGB_TurnoverAware,moderate,10.0
2025-06-13,1024317.9758646814,0.013384919449487054,0.0008014639283814775,0.012572727990982635,0.8014639283814775,10,XGB_TurnoverAware,moderate,10.0
2025-06-20,1046195.163222449,0.022105445154923853,0.0007314670680455297,0.02135780868172299,0.7314670680455297,10,XGB_TurnoverAware,moderate,10.0
2025-06-27,1035695.8807678731,-0.009169081533057177,0.000874620397734162,-0.010035682465054041,0.8746203977341621,10,XGB_TurnoverAware,moderate,10.0
2025-07-04,1020161.3893506827,-0.014596092977403052,0.00040896210907278495,-0.014999085837507642,0.4089621090727849,10,XGB_TurnoverAware,moderate,10.0
2025-07-11,1013505.3768581621,-0.006111152353039828,0.0004158591358161541,-0.006524470110319536,0.4158591358161541,10,XGB_TurnoverAware,moderate,10.0
2025-07-18,989632.3974551575,-0.022373136772266156,0.001208769301975185,-0.02355486211332214,1.208769301975185,10,XGB_TurnoverAware,moderate,10.0
2025-07-25,980207.2644345599,-0.009113433362710976,0.0004142142996426132,-0.009523872747935869,0.41421429964261314,10,XGB_TurnoverAware,moderate,10.0
2025-08-01,979397.1432361577,-2.958588606549739e-06,0.0008235233362257629,-0.0008264794883655613,0.8235233362257629,10,XGB_TurnoverAware,moderate,10.0
2025-08-08,1008677.5838275574,0.02991295301062391,1.6080333694035608e-05,0.02989639166666369,0.01608033369403561,10,XGB_TurnoverAware,moderate,10.0
2025-08-18,1014975.198893301,0.007069597348110079,0.0008203606121116202,0.00624343711679054,0.8203606121116203,10,XGB_TurnoverAware,moderate,10.0
2025-08-25,1003623.8240886339,-0.010766169814868332,0.0004222701887354044,-0.011183893771044118,0.42227018873540445,10,XGB_TurnoverAware,moderate,10.0
2025-09-02,994777.5181851154,-0.008422473023845911,0.00039521990333944316,-0.008814364198211022,0.3952199033394431,10,XGB_TurnoverAware,moderate,10.0
2025-09-09,1008537.2221081825,0.014249122085864707,0.0004113201514927191,0.01383194098331697,0.41132015149271905,10,XGB_TurnoverAware,moderate,10.0
2025-09-16,998555.4866653257,-0.009102692258042389,0.0008018472128032114,-0.00989724050242946,0.8018472128032114,10,XGB_TurnoverAware,moderate,10.0
2025-09-23,977622.0241352672,-0.020373036822858404,0.0006029929131325151,-0.02096374493916775,0.6029929131325151,10,XGB_TurnoverAware,moderate,10.0
2025-09-30,1011500.0051388475,0.03588728826171317,0.0011910881505171086,0.03465345518739338,1.1910881505171087,10,XGB_TurnoverAware,moderate,10.0
2025-10-08,1021436.8435101721,0.010851712060089502,0.0010168140011794233,0.00982386388615053,1.0168140011794233,10,XGB_TurnoverAware,moderate,10.0
2025-10-15,1037502.8362641247,0.016542895067205077,0.0008008304388427143,0.015728816574446025,0.8008304388427143,10,XGB_TurnoverAware,moderate,10.0
2025-10-23,1036776.5153109864,9.62467547163115e-05,0.0007962365942894245,-0.000700066474761285,0.7962365942894245,10,XGB_TurnoverAware,moderate,10.0
