Date,Open,High,Low,Close,Volume
2018-01-01,170.31654828025395,170.3649503679299,166.53173248574436,167.03993225097656,5353190
2018-01-02,168.3999645548627,168.3999645548627,165.52505453138224,166.94314575195312,5762080
2018-01-03,167.17060866070707,168.2692784737253,165.6218452091092,166.03807067871094,4161360
2018-01-04,166.9770204281613,170.1955600417857,165.91223352023184,169.78416442871094,7301470
2018-01-05,170.94576479298956,176.26967008102412,170.27785431179691,175.64047241210938,9843270
2018-01-08,176.17287584794127,178.39923932094794,176.17287584794127,177.80392456054688,8250220
2018-01-09,178.3992159544199,178.3992159544199,175.2048700654757,176.12445068359375,5127210
2018-01-10,176.1728832134525,176.26484276817817,173.65612183087603,174.4498748779297,4067910
2018-01-11,174.04329727198737,174.04329727198737,171.62817032430996,172.33480834960938,8184710
2018-01-12,172.5913422354456,173.35604217530525,169.50831927276658,171.34263610839844,6063160
2018-01-15,171.42973503090678,173.7432129979938,167.75139796806832,168.24990844726562,8470370
2018-01-16,168.9904255034883,168.9904255034883,163.06637596696905,163.3325653076172,10765810
2018-01-17,164.08271730748314,165.5104974818268,161.23686100752587,164.67318725585938,11995010
2018-01-18,165.718624804285,166.2268245517878,160.1043225453396,160.7528839111328,9616920
2018-01-19,160.77226187289244,165.64605888140588,158.03286873956083,164.74099731445312,9745970
2018-01-22,165.91224391271948,167.07383507421886,162.42751473895675,165.17173767089844,9244980
2018-01-23,165.52504291785704,166.2994320376034,163.8213986706102,165.39920043945312,12454930
2018-01-24,166.0090534549404,169.09207637014998,164.27152606730215,168.3467254638672,14413130
2018-01-25,168.5257910759798,168.61290597262112,164.88616673370032,165.5540771484375,8808910
2018-01-29,165.6218452091092,167.96919143093263,165.5250410314027,166.03807067871094,6431370
2018-01-30,166.0090217683213,166.39137904450527,161.74990408586092,162.46620178222656,6801040
2018-01-31,160.43828616777608,163.58907454902976,159.23315244565322,162.41297912597656,13322250
2018-02-01,162.7953241136472,170.36495595072014,159.20896119215834,167.40777587890625,19398120
2018-02-02,165.33629027597038,165.8154517918602,156.8325728496334,157.67471313476562,16450450
2018-02-05,154.87723755015116,157.58274752117603,149.69852401147023,155.35638427734375,14721640
2018-02-06,148.10134694860014,162.98408034294476,146.28153482170814,160.8932342529297,21094160
2018-02-07,162.6210946900081,163.29867963050103,156.8712750502295,158.90887451171875,14669830
2018-02-08,160.10432602195803,162.52428267144495,158.56039249796592,160.8932342529297,7507460
2018-02-09,157.68920501605126,160.2011210565329,156.55182250163162,158.69107055664062,7037200
2018-02-12,159.23315759456585,160.2979444956971,158.29421317363492,159.11700439453125,4721150
2018-02-14,160.1043511458402,164.26185031987555,159.86720008345412,161.64828491210938,10660360
2018-02-15,162.50494069834156,165.70411643794907,155.05146207857638,162.33554077148438,11771160
2018-02-16,163.58909648473556,164.939436653518,161.80316700125593,162.16131591796875,9476850
2018-02-19,162.13710867365577,162.13710867365577,157.15683334917566,159.01052856445312,6953100
2018-02-20,160.18661124433564,160.46248984757548,157.3939865846741,158.62815856933594,5839550
2018-02-21,160.49154794403466,160.49154794403466,153.6479025969033,154.5336151123047,16897440
2018-02-22,153.71567344926203,156.5712197896769,152.59765448338817,154.9111328125,10506250
2018-02-23,155.53548302345672,158.55559967136378,155.10473831974076,158.11032104492188,7114740
2018-02-26,158.74916825727215,162.6017354000424,158.4103683925278,162.13226318359375,10366590
2018-02-27,162.23390598770698,162.61624851859355,159.81394924427605,160.3753662109375,6052440
2018-02-28,159.1363394357324,160.64640475475815,157.68436548186534,158.77334594726562,17563490
2018-03-01,158.26515708548158,161.2659090912238,157.58757221102954,160.6221923828125,12383900
2018-03-05,160.6851422028286,160.6851422028286,156.91001525194451,158.45394897460938,7437790
2018-03-06,160.20114825478205,161.83219685715804,157.54887015067757,158.5313720703125,9441760
2018-03-07,158.84596840354473,159.5864745848801,155.45802892314214,156.6534881591797,6445770
2018-03-08,158.2603482609094,158.5459014236845,154.31582117781,157.59243774414062,6631960
2018-03-09,158.26517791543463,161.38208351838568,156.46957406924906,160.1237030029297,8397180
2018-03-12,160.97552635275323,162.8050130693611,160.2059818768243,161.1933135986328,4861870
2018-03-13,161.2175504472211,164.44576505723842,161.03363133811735,162.6888885498047,8208020
2018-03-14,161.8467319139311,166.58016752829127,161.48373833991502,165.5347442626953,8486590
2018-03-15,166.0187163758351,168.41932423389062,165.912237682371,167.0980224609375,7391870
2018-03-16,165.71866069093292,166.94315840334096,162.7227525935351,163.3858184814453,10176990
2018-03-19,164.45057647914365,164.45057647914365,157.490778665125,157.9602508544922,8489840
2018-03-20,157.4907807205473,160.98519882251435,156.34856823598017,160.42376708984375,13187580
2018-03-21,162.0887047365043,165.71863996397263,161.21752619000958,164.99749755859375,11310980
2018-03-22,165.33145319416153,166.49302951580432,163.60360047671153,164.1311492919922,11537160
2018-03-23,160.20112334494243,164.0730538185362,160.20112334494243,163.1341094970703,10884260
2018-03-26,164.45058712751242,169.2033859263411,163.20189589167023,168.58387756347656,12889840
2018-03-27,169.39698231600607,174.04330249929404,169.37761852521575,171.57009887695312,16702390
2018-03-28,172.01053069047722,173.55930898929668,170.44240337134977,171.09579467773438,9869600
2018-04-02,171.2361374610876,176.65684660755403,171.2361374610876,176.03733825683594,6332030
2018-04-03,176.17286766485253,178.10883324358718,174.39178287727552,177.55224609375,10494570
2018-04-04,178.10884476157668,180.97408050230166,177.78940864799867,179.09619140625,17934410
2018-04-05,180.62558690665162,186.05597072040828,180.62558690665162,185.42677307128906,13859590
2018-04-06,185.75585668877164,188.12742589611895,184.7733549318178,187.55630493164062,16120010
2018-04-09,188.04034779663039,190.4748241340688,186.84488835636265,188.2000732421875,11317920
2018-04-10,188.75661603061374,188.99376705248213,185.23800442856134,186.43829345703125,10138110
2018-04-11,186.43346726415191,189.2406110857148,183.0842407429606,186.3027801513672,11889760
2018-04-12,186.21568348240314,187.99193834617222,184.9863412413537,186.75775146484375,5353540
2018-04-13,186.91745499339083,188.64529279243519,184.652364374637,185.30575561523438,5928860
2018-04-16,185.26706619810122,188.75663994448323,183.67957504783948,188.10809326171875,7727230
2018-04-17,189.7149315794211,189.7149315794211,185.6590817696882,187.3094940185547,6962030
2018-04-18,188.36945765125154,188.8098768247776,185.97853896806157,186.51576232910156,4629050
2018-04-19,187.30466820208912,187.35307029520843,184.70563679725282,185.2041473388672,6325890
2018-04-20,184.67173279188407,184.67173279188407,179.09131328437508,182.0194549560547,12261960
2018-04-23,181.98076124033747,185.8284986693415,180.1222360894613,183.8538055419922,7621250
2018-04-24,184.69110580217048,187.13525626038052,183.78119968276144,185.6397247314453,7848950
2018-04-25,186.42864203140206,187.6870225814671,182.8180704492706,183.90220642089844,6776750
2018-04-26,184.78788636700082,185.3686818788963,181.65163195944683,183.15200805664062,10983390
2018-04-27,185.0782833198156,185.4122385221698,183.19072006971135,184.0280303955078,6415910
2018-04-30,186.3269796259407,186.3269796259407,183.41334249014972,184.66204833984375,6472100
2018-05-02,184.78788251684023,187.47404324058485,183.91670403739192,184.41036987304688,6870830
2018-05-03,184.40557515430444,184.57013046422307,180.2964779660207,181.42901611328125,4717500
2018-05-04,181.98074159158514,183.26331567268994,179.23650422878367,179.79310607910156,5621770
2018-05-07,180.52875212495616,184.11028473585324,179.66240357560562,183.47625732421875,4855190
2018-05-08,183.77154795560185,183.77154795560185,180.0448081160687,180.85791015625,6697570
2018-05-09,181.50643122286954,181.50643122286954,178.5928086057225,178.98968505859375,6455530
2018-05-10,179.27037831220505,180.1851289780371,175.97924331152637,177.8571319580078,5887920
2018-05-11,178.5928215161802,182.0533569736236,176.95692826750826,180.1899871826172,4832490
2018-05-14,180.3448754530999,182.36312611628824,178.39439067651168,180.4803924560547,6429710
2018-05-15,180.55300428996586,187.1594993904512,179.5124256278087,184.1055145263672,15703020
2018-05-16,183.19071644981665,186.7238472130105,181.2934639575589,185.8478240966797,9528360
2018-05-17,186.8206716761867,202.0954383652937,184.50719348302712,200.03363037109375,55812030
2018-05-18,200.36274429428272,210.22164572581977,199.95134869293108,208.0823974609375,83167340
2018-05-21,205.69630179188314,208.01945411578868,201.393612059979,203.80389404296875,23768230
2018-05-22,204.34116205763206,210.81695417284553,204.24435787565957,208.04852294921875,19633730
2018-05-23,207.9227138383145,207.9227138383145,200.00460664645854,201.185546875,14438270
2018-05-24,202.84076896308378,204.22497707447857,200.17881665325393,202.76817321777344,8409320
2018-05-25,203.95394103177486,208.30018843969523,203.61515596703393,204.82513427734375,13421450
2018-05-28,205.69634491921897,206.95472551277385,201.94541157069204,202.7875518798828,8061900
2018-05-29,203.76035760705815,203.95395119230352,199.89327146113618,201.0596923828125,7272590
2018-05-30,199.72386225928582,206.18030477245415,199.04143271753938,205.08164978027344,12515080
